amc,year,soy_prod,total_prod,other_agro
430605,1993,1300,9461,8161
430605,1994,3000,12286,9286
430605,1995,2100,12159,10059
430605,1996,1000,10404,9404
430605,1997,1300,10305,9005
430605,1998,1300,10184,8884
430605,1999,1250,11016,9766
430605,2000,1250,10611,9361
430605,2001,1500,11349,9849
430605,2002,1500,10333,8833
430605,2003,1500,10322,8822
430605,2004,1800,10802,9002
430605,2005,2000,11033,9033
430605,2006,2000,12331,10331
430605,2007,2000,11741,9741
430605,2008,2000,11754,9754
430605,2009,2000,14160,12160
430605,2010,3350,14877,11527
430605,2011,3500,15234,11734
430605,2012,4500,14460,9960
430605,2013,6000,15548,9548
430605,2014,7000,16787,9787
430605,2015,7500,16629,9129
430605,2016,8000,15670,7670
430605,2017,8500,16778,8278
430605,2018,8500,15766,7266
430605,2019,9500,16610,7110
430605,2020,10000,17136,7136
430605,2021,12000,19628,7628
430610,1988,90000,123744,33744
430610,1989,88600,124570,35970
430610,1990,88600,128573,39973
430610,1991,80000,118004,38004
430610,1992,73000,119804,46804
430610,1993,78000,120377,42377
430610,1994,81000,124789,43789
430610,1995,65000,102582,37582
430610,1996,103300,158542,55242
430610,1997,103300,142014,38714
430610,1998,105000,136310,31310
430610,1999,105000,137803,32803
430610,2000,110000,152128,42128
430610,2001,113080,161420,48340
430610,2002,127500,175305,47805
430610,2003,139050,193426,54376
430610,2004,148000,201909,53909
430610,2005,150000,188200,38200
430610,2006,141100,187948,46848
430610,2007,143800,194792,50992
430610,2008,141900,200373,58473
430610,2009,141900,191030,49130
430610,2010,147740,189514,41774
430610,2011,151440,209532,58092
430610,2012,150750,228155,77405
430610,2013,154040,233356,79316
430610,2014,158690,237265,78575
430610,2015,160750,221441,60691
430610,2016,164250,219510,55260
430610,2017,157100,209038,51938
430610,2018,162620,205982,43362
430610,2019,162300,208253,45953
430610,2020,165900,220801,54901
430610,2021,165400,231341,65941
430635,1988,0,0,0
430635,1989,6500,13855,7355
430635,1990,4500,10776,6276
430635,1991,4000,10277,6277
430635,1992,3500,6862,3362
430635,1993,3500,7462,3962
430635,1994,3500,7462,3962
430635,1995,3500,7213,3713
430635,1996,2200,6791,4591
430635,1997,3500,6994,3494
430635,1998,3500,6798,3298
430635,1999,2100,4954,2854
430635,2000,1780,4709,2929
430635,2001,900,3909,3009
430635,2002,900,3319,2419
430635,2003,900,3355,2455
430635,2004,1000,3345,2345
430635,2005,1000,3335,2335
430635,2006,800,3161,2361
430635,2007,800,2996,2196
430635,2008,800,2991,2191
430635,2009,1000,3465,2465
430635,2010,1000,2839,1839
430635,2011,800,2477,1677
430635,2012,850,2180,1330
430635,2013,850,2052,1202
430635,2014,980,2424,1444
430635,2015,985,2206,1221
430635,2016,1020,2064,1044
430635,2017,1020,2065,1045
430635,2018,1070,2050,980
430635,2019,1180,2134,954
430635,2020,1150,2124,974
430635,2021,1270,2373,1103
430645,1988,0,0,0
430645,1989,1100,8119,7019
430645,1990,950,8108,7158
430645,1991,650,7958,7308
430645,1992,300,7689,7389
430645,1993,140,7659,7519
430645,1994,140,7761,7621
430645,1995,130,7664,7534
430645,1996,107,6470,6363
430645,1997,72,7523,7451
430645,1998,115,7651,7536
430645,1999,125,7728,7603
430645,2000,150,7791,7641
430645,2001,162,7602,7440
430645,2002,75,7568,7493
430645,2003,160,7362,7202
430645,2004,280,7604,7324
430645,2005,350,7883,7533
430645,2006,250,7755,7505
430645,2007,380,7764,7384
430645,2008,380,7766,7386
430645,2009,380,7728,7348
430645,2010,450,7037,6587
430645,2011,520,6754,6234
430645,2012,800,6378,5578
430645,2013,930,5160,4230
430645,2014,1200,5032,3832
430645,2015,1400,4667,3267
430645,2016,1800,4537,2737
430645,2017,1680,4558,2878
430645,2018,1900,4490,2590
430645,2019,2050,5024,2974
430645,2020,2000,5032,3032
430645,2021,2130,5664,3534
430660,1988,12000,43022,31022
430660,1989,20100,45934,25834
430660,1990,22000,37996,15996
430660,1991,6700,39035,32335
430660,1992,3500,36978,33478
430660,1993,5000,46386,41386
430660,1994,7000,46555,39555
430660,1995,4000,43555,39555
430660,1996,2000,41632,39632
430660,1997,7500,40862,33362
430660,1998,8500,49804,41304
430660,1999,4000,47369,43369
430660,2000,2000,39494,37494
430660,2001,8000,57169,49169
430660,2002,12000,59614,47614
430660,2003,20000,67786,47786
430660,2004,28250,79108,50858
430660,2005,25000,74560,49560
430660,2006,12000,61186,49186
430660,2007,28000,63240,35240
430660,2008,20000,75450,55450
430660,2009,21492,72409,50917
430660,2010,26000,70719,44719
430660,2011,20000,71466,51466
430660,2012,47500,81674,34174
430660,2013,67000,110469,43469
430660,2014,76000,124223,48223
430660,2015,76000,124463,48463
430660,2016,75000,122427,47427
430660,2017,80383,129712,49329
430660,2018,100000,147625,47625
430660,2019,120000,160158,40158
430660,2020,120000,158043,38043
430660,2021,130000,161658,31658
430670,1988,1000,4752,3752
430670,1989,1000,5016,4016
430670,1990,350,4225,3875
430670,1991,100,3963,3863
430670,1992,50,3660,3610
430670,1993,100,3374,3274
430670,1994,150,3774,3624
430670,1995,150,3834,3684
430670,1996,50,3761,3711
430670,1997,30,3670,3640
430670,1998,30,3665,3635
430670,1999,30,3751,3721
430670,2000,30,3889,3859
430670,2001,30,3864,3834
430670,2002,60,4035,3975
430670,2003,80,4065,3985
430670,2004,90,3998,3908
430670,2005,110,3965,3855
430670,2006,90,4047,3957
430670,2007,90,4131,4041
430670,2008,130,4108,3978
430670,2009,130,4157,4027
430670,2010,140,4152,4012
430670,2011,150,4121,3971
430670,2012,140,4129,3989
430670,2013,220,4109,3889
430670,2014,260,4108,3848
430670,2015,260,4049,3789
430670,2016,440,4082,3642
430670,2017,440,4036,3596
430670,2018,480,4065,3585
430670,2019,520,4058,3538
430670,2020,520,3801,3281
430670,2021,520,3793,3273
430673,1988,0,0,0
430673,1989,12057,25464,13407
430673,1990,14000,25414,11414
430673,1991,13000,22865,9865
430673,1992,12000,22990,10990
430673,1993,12600,24385,11785
430673,1994,12800,25025,12225
430673,1995,12500,24176,11676
430673,1996,12624,22254,9630
430673,1997,12600,25680,13080
430673,1998,13300,23203,9903
430673,1999,13300,23203,9903
430673,2000,12600,23325,10725
430673,2001,12300,25280,12980
430673,2002,12700,25600,12900
430673,2003,14700,29601,14901
430673,2004,14000,28614,14614
430673,2005,14000,27553,13553
430673,2006,12200,26815,14615
430673,2007,12000,26075,14075
430673,2008,13000,28690,15690
430673,2009,13000,27648,14648
430673,2010,13000,27210,14210
430673,2011,13000,26482,13482
430673,2012,12500,25882,13382
430673,2013,12500,26884,14384
430673,2014,12000,25719,13719
430673,2015,12750,26379,13629
430673,2016,13750,25829,12079
430673,2017,13750,26349,12599
430673,2018,13780,26889,13109
430673,2019,13330,26169,12839
430673,2020,13750,27042,13292
430673,2021,13750,26450,12700
430676,1988,0,0,0
430676,1989,40,8617,8577
430676,1990,0,8756,8756
430676,1991,0,7599,7599
430676,1992,0,7522,7522
430676,1993,0,7526,7526
430676,1994,0,7725,7725
430676,1995,0,7725,7725
430676,1996,0,5877,5877
430676,1997,0,6833,6833
430676,1998,250,6640,6390
430676,1999,0,6448,6448
430676,2000,100,5369,5269
430676,2001,100,5369,5269
430676,2002,450,7568,7118
430676,2003,450,7623,7173
430676,2004,200,8704,8504
430676,2005,200,9632,9432
430676,2006,200,9571,9371
430676,2007,0,9625,9625
430676,2008,0,9115,9115
430676,2009,0,10043,10043
430676,2010,382,10584,10202
430676,2011,190,11830,11640
430676,2012,430,11351,10921
430676,2013,920,12206,11286
430676,2014,1100,13489,12389
430676,2015,1189,13949,12760
430676,2016,1959,14169,12210
430676,2017,2000,14310,12310
430676,2018,1959,14154,12195
430676,2019,1959,14027,12068
430676,2020,2000,13816,11816
430676,2021,2000,13816,11816
430680,1988,9700,33839,24139
430680,1989,9300,29319,20019
430680,1990,8600,28550,19950
430680,1991,6400,26463,20063
430680,1992,6100,26663,20563
430680,1993,5550,25767,20217
430680,1994,4500,24581,20081
430680,1995,2700,22997,20297
430680,1996,748,16956,16208
430680,1997,1085,20008,18923
430680,1998,1085,19128,18043
430680,1999,811,16824,16013
430680,2000,641,16097,15456
430680,2001,632,16497,15865
430680,2002,540,16447,15907
430680,2003,540,16543,16003
430680,2004,600,16516,15916
430680,2005,600,16303,15703
430680,2006,500,15808,15308
430680,2007,495,15899,15404
430680,2008,470,15470,15000
430680,2009,445,15385,14940
430680,2010,578,15210,14632
430680,2011,568,15032,14464
430680,2012,510,15192,14682
430680,2013,575,15105,14530
430680,2014,540,15297,14757
430680,2015,590,14933,14343
430680,2016,670,14243,13573
430680,2017,700,14001,13301
430680,2018,680,12738,12058
430680,2019,810,10657,9847
430680,2020,910,10696,9786
430680,2021,1010,10872,9862
430690,1988,5500,26357,20857
430690,1989,3800,15038,11238
430690,1990,3000,16050,13050
430690,1991,1500,14880,13380
430690,1992,600,15174,14574
430690,1993,400,10123,9723
430690,1994,600,10399,9799
430690,1995,600,10610,10010
430690,1996,400,9718,9318
430690,1997,352,9312,8960
430690,1998,525,10707,10182
430690,1999,600,19190,18590
430690,2000,550,18687,18137
430690,2001,550,19379,18829
430690,2002,1100,20016,18916
430690,2003,4000,23956,19956
430690,2004,6000,24478,18478
430690,2005,4000,18198,14198
430690,2006,3500,17652,14152
430690,2007,3000,16492,13492
430690,2008,1600,13110,11510
430690,2009,3600,12890,9290
430690,2010,3600,12914,9314
430690,2011,3600,11716,8116
430690,2012,5000,13552,8552
430690,2013,12000,21903,9903
430690,2014,20000,30434,10434
430690,2015,25000,35063,10063
430690,2016,30000,39240,9240
430690,2017,33000,41794,8794
430690,2018,36000,46155,10155
430690,2019,37000,47097,10097
430690,2020,42000,51815,9815
430690,2021,44100,61956,17856
430693,1988,0,0,0
430693,1989,35000,53702,18702
430693,1990,33000,55570,22570
430693,1991,31000,53919,22919
430693,1992,30000,51919,21919
430693,1993,34000,52381,18381
430693,1994,34500,50653,16153
430693,1995,33500,44120,10620
430693,1996,30000,46264,16264
430693,1997,34000,46910,12910
430693,1998,36000,45979,9979
430693,1999,30000,40725,10725
430693,2000,30000,41054,11054
430693,2001,29000,41226,12226
430693,2002,30000,42476,12476
430693,2003,30000,42771,12771
430693,2004,31000,43348,12348
430693,2005,31000,41503,10503
430693,2006,30000,40481,10481
430693,2007,30000,39431,9431
430693,2008,30000,40631,10631
430693,2009,30000,42469,12469
430693,2010,32000,43873,11873
430693,2011,32000,48643,16643
430693,2012,32000,47116,15116
430693,2013,32730,54114,21384
430693,2014,32730,55227,22497
430693,2015,32730,52501,19771
430693,2016,33000,50531,17531
430693,2017,32700,50405,17705
430693,2018,32700,49382,16682
430693,2019,32800,49382,16582
430693,2020,32800,49634,16834
430693,2021,32800,52367,19567
430695,1988,0,0,0
430695,1989,5000,11096,6096
430695,1990,5000,11487,6487
430695,1991,4000,10515,6515
430695,1992,3800,8932,5132
430695,1993,4300,9036,4736
430695,1994,4600,8940,4340
430695,1995,4350,8676,4326
430695,1996,2200,5129,2929
430695,1997,2500,5128,2628
430695,1998,4700,8960,4260
430695,1999,4700,9249,4549
430695,2000,4900,8968,4068
430695,2001,4711,8843,4132
430695,2002,5185,9366,4181
430695,2003,4985,9323,4338
430695,2004,5225,9497,4272
430695,2005,5185,9039,3854
430695,2006,5185,8863,3678
430695,2007,5085,8829,3744
430695,2008,5385,8583,3198
430695,2009,5585,8633,3048
430695,2010,5985,8633,2648
430695,2011,6295,8564,2269
430695,2012,6295,8738,2443
430695,2013,6295,8602,2307
430695,2014,6635,8629,1994
430695,2015,7000,8419,1419
430695,2016,7400,8807,1407
430695,2017,7400,8757,1357
430695,2018,7500,8916,1416
430695,2019,5400,6925,1525
430695,2020,5400,7181,1781
430695,2021,5400,8601,3201
430697,1988,0,0,0
430697,1989,7000,11127,4127
430697,1990,5500,10867,5367
430697,1991,4500,10212,5712
430697,1992,4200,9598,5398
430697,1993,5000,10020,5020
430697,1994,5000,10095,5095
430697,1995,5000,9652,4652
430697,1996,6450,13672,7222
430697,1997,5700,11781,6081
430697,1998,6000,11587,5587
430697,1999,6500,12250,5750
430697,2000,6500,12677,6177
430697,2001,5500,12361,6861
430697,2002,6500,13191,6691
430697,2003,6600,13080,6480
430697,2004,7000,13350,6350
430697,2005,7000,12826,5826
430697,2006,6800,11926,5126
430697,2007,7200,12026,4826
430697,2008,7200,11925,4725
430697,2009,6950,11728,4778
430697,2010,7200,11724,4524
430697,2011,7200,12164,4964
430697,2012,7200,12363,5163
430697,2013,7700,12863,5163
430697,2014,8000,13222,5222
430697,2015,8100,13056,4956
430697,2016,9600,13731,4131
430697,2017,9400,13540,4140
430697,2018,10000,13649,3649
430697,2019,10000,13711,3711
430697,2020,10200,14480,4280
430697,2021,10500,15878,5378
430700,1988,21000,55526,34526
430700,1989,21310,46717,25407
430700,1990,20000,47901,27901
430700,1991,17500,45133,27633
430700,1992,16500,44634,28134
430700,1993,18500,46481,27981
430700,1994,18500,48681,30181
430700,1995,18500,44630,26130
430700,1996,17200,42444,25244
430700,1997,21000,45716,24716
430700,1998,22400,43976,21576
430700,1999,19500,38908,19408
430700,2000,19500,38964,19464
430700,2001,19585,46776,27191
430700,2002,22010,49151,27141
430700,2003,24966,51844,26878
430700,2004,27520,51875,24355
430700,2005,28700,49835,21135
430700,2006,27420,47527,20107
430700,2007,29910,49364,19454
430700,2008,29600,49169,19569
430700,2009,29600,48889,19289
430700,2010,31220,44736,13516
430700,2011,31600,45464,13864
430700,2012,31300,45461,14161
430700,2013,32700,46557,13857
430700,2014,33300,47630,14330
430700,2015,34200,46487,12287
430700,2016,35350,47309,11959
430700,2017,34250,46099,11849
430700,2018,35200,43656,8456
430700,2019,29960,39215,9255
430700,2020,29150,38194,9044
430700,2021,29200,40714,11514
430705,1988,0,0,0
430705,1989,17372,25377,8005
430705,1990,17372,26005,8633
430705,1991,16000,22749,6749
430705,1992,15500,21988,6488
430705,1993,16000,23408,7408
430705,1994,16000,23811,7811
430705,1995,15200,23288,8088
430705,1996,13062,20492,7430
430705,1997,16000,24073,8073
430705,1998,17000,23974,6974
430705,1999,18000,23960,5960
430705,2000,17000,24427,7427
430705,2001,14256,21285,7029
430705,2002,15500,20554,5054
430705,2003,16500,22360,5860
430705,2004,17500,23329,5829
430705,2005,17500,21833,4333
430705,2006,16500,20024,3524
430705,2007,17000,20167,3167
430705,2008,17000,20765,3765
430705,2009,16500,19765,3265
430705,2010,17500,20605,3105
430705,2011,17500,20952,3452
430705,2012,17000,20737,3737
430705,2013,17100,19259,2159
430705,2014,17100,20161,3061
430705,2015,17100,19568,2468
430705,2016,17100,19568,2468
430705,2017,17200,21137,3937
430705,2018,17100,20958,3858
430705,2019,17100,21278,4178
430705,2020,17100,21228,4128
430705,2021,17100,21278,4178
430710,1988,2000,9589,7589
430710,1989,2500,8775,6275
430710,1990,110,4668,4558
430710,1991,100,4966,4866
430710,1992,0,4861,4861
430710,1993,600,7731,7131
430710,1994,600,8611,8011
430710,1995,300,9401,9101
430710,1996,93,5545,5452
430710,1997,0,7382,7382
430710,1998,320,7070,6750
430710,1999,60,7994,7934
430710,2000,260,7378,7118
430710,2001,400,3708,3308
430710,2002,400,3232,2832
430710,2003,600,3995,3395
430710,2004,600,4625,4025
430710,2005,1000,5722,4722
430710,2006,800,5697,4897
430710,2007,800,5870,5070
430710,2008,1000,5058,4058
430710,2009,2000,6100,4100
430710,2010,2000,5602,3602
430710,2011,2000,5691,3691
430710,2012,2000,5945,3945
430710,2013,3500,7022,3522
430710,2014,7000,8931,1931
430710,2015,7000,10294,3294
430710,2016,12000,15539,3539
430710,2017,12000,15694,3694
430710,2018,13000,15590,2590
430710,2019,13000,15370,2370
430710,2020,13000,15156,2156
430710,2021,13000,15676,2676
430720,1988,5800,25701,19901
430720,1989,6300,25006,18706
430720,1990,5700,21764,16064
430720,1991,4700,22366,17666
430720,1992,4000,20530,16530
430720,1993,3000,17715,14715
430720,1994,3000,12628,9628
430720,1995,2500,12991,10491
430720,1996,1730,10862,9132
430720,1997,2000,11158,9158
430720,1998,2500,12219,9719
430720,1999,2000,9345,7345
430720,2000,2000,9187,7187
430720,2001,2000,10093,8093
430720,2002,2000,10380,8380
430720,2003,2200,10560,8360
430720,2004,2200,10048,7848
430720,2005,2550,9855,7305
430720,2006,2550,7401,4851
430720,2007,2550,7339,4789
430720,2008,2550,6524,3974
430720,2009,3350,5852,2502
430720,2010,3000,5611,2611
430720,2011,3000,5571,2571
430720,2012,2000,4266,2266
430720,2013,2030,4485,2455
430720,2014,2130,4689,2559
430720,2015,2330,4524,2194
430720,2016,2430,4635,2205
430720,2017,2430,4893,2463
430720,2018,2500,4602,2102
430720,2019,2500,4534,2034
430720,2020,2600,4899,2299
430720,2021,3000,4932,1932
430730,1988,37000,63195,26195
430730,1989,38000,61154,23154
430730,1990,37000,59898,22898
430730,1991,33000,58170,25170
430730,1992,36000,57915,21915
430730,1993,38500,55627,17127
430730,1994,35000,53089,18089
430730,1995,34000,51695,17695
430730,1996,33500,55028,21528
430730,1997,33200,49967,16767
430730,1998,33000,50109,17109
430730,1999,33200,49519,16319
430730,2000,29700,48061,18361
430730,2001,28700,47765,19065
430730,2002,29500,49534,20034
430730,2003,29500,49189,19689
430730,2004,31000,48509,17509
430730,2005,31000,47534,16534
430730,2006,28000,43896,15896
430730,2007,28500,45271,16771
430730,2008,27500,46991,19491
430730,2009,27300,45489,18189
430730,2010,28000,43847,15847
430730,2011,28000,44615,16615
430730,2012,27000,44905,17905
430730,2013,27800,45825,18025
430730,2014,27800,44364,16564
430730,2015,28500,42598,14098
430730,2016,29300,43886,14586
430730,2017,28700,44092,15392
430730,2018,30230,44255,14025
430730,2019,30230,45310,15080
430730,2020,29500,46251,16751
430730,2021,29500,50411,20911
430750,1988,50000,72049,22049
430750,1989,35000,49058,14058
430750,1990,35000,53747,18747
430750,1991,34500,47005,12505
430750,1992,34000,46940,12940
430750,1993,35500,48070,12570
430750,1994,35700,47388,11688
430750,1995,32000,40771,8771
430750,1996,24233,43027,18794
430750,1997,32800,47051,14251
430750,1998,34000,43217,9217
430750,1999,34000,42935,8935
430750,2000,36500,49017,12517
430750,2001,44000,58822,14822
430750,2002,48400,67310,18910
430750,2003,51500,75306,23806
430750,2004,55000,79154,24154
430750,2005,55200,77331,22131
430750,2006,53500,73595,20095
430750,2007,55000,80766,25766
430750,2008,55000,82483,27483
430750,2009,56000,81191,25191
430750,2010,56500,77255,20755
430750,2011,60000,82997,22997
430750,2012,61400,89080,27680
430750,2013,63675,92002,28327
430750,2014,64425,94291,29866
430750,2015,65200,88825,23625
430750,2016,66560,88682,22122
430750,2017,67130,90461,23331
430750,2018,69000,92178,23178
430750,2019,69550,96816,27266
430750,2020,69930,101648,31718
430750,2021,69930,107448,37518
430755,1988,0,0,0
430755,1989,4500,7177,2677
430755,1990,4500,7454,2954
430755,1991,4500,7221,2721
430755,1992,4300,6770,2470
430755,1993,4400,7294,2894
430755,1994,4400,7317,2917
430755,1995,4200,6689,2489
430755,1996,4100,7957,3857
430755,1997,4500,6926,2426
430755,1998,4610,7023,2413
430755,1999,4610,7011,2401
430755,2000,4400,7146,2746
430755,2001,3800,7346,3546
430755,2002,4400,7810,3410
430755,2003,4700,8850,4150
430755,2004,4950,9710,4760
430755,2005,5120,9685,4565
430755,2006,4940,7780,2840
430755,2007,5390,7421,2031
430755,2008,5340,7471,2131
430755,2009,5340,7338,1998
430755,2010,5440,7166,1726
430755,2011,5500,6661,1161
430755,2012,5500,6862,1362
430755,2013,5500,7407,1907
430755,2014,5500,7352,1852
430755,2015,5800,7405,1605
430755,2016,5800,7373,1573
430755,2017,5800,7312,1512
430755,2018,5800,7402,1602
430755,2019,5850,7448,1598
430755,2020,5750,7555,1805
430755,2021,5750,7972,2222
430760,1988,0,274,274
430760,1989,0,242,242
430760,1990,0,204,204
430760,1991,0,368,368
430760,1992,0,385,385
430760,1993,0,419,419
430760,1994,0,419,419
430760,1995,0,409,409
430760,1996,0,409,409
430760,1997,0,386,386
430760,1998,0,385,385
430760,1999,0,394,394
430760,2000,0,378,378
430760,2001,0,375,375
430760,2002,0,357,357
430760,2003,0,364,364
430760,2004,0,365,365
430760,2005,0,229,229
430760,2006,0,329,329
430760,2007,0,322,322
430760,2008,0,279,279
430760,2009,0,209,209
430760,2010,0,227,227
430760,2011,0,282,282
430760,2012,0,190,190
430760,2013,0,205,205
430760,2014,0,178,178
430760,2015,0,133,133
430760,2016,0,122,122
430760,2017,0,100,100
430760,2018,0,250,250
430760,2019,0,137,137
430760,2020,0,136,136
430760,2021,0,136,136
430770,1988,0,74,74
430770,1989,0,230,230
430770,1990,0,220,220
430770,1991,0,89,89
430770,1992,0,87,87
430770,1993,0,86,86
430770,1994,0,87,87
430770,1995,0,87,87
430770,1996,0,155,155
430770,1997,0,149,149
430770,1998,0,83,83
430770,1999,0,81,81
430770,2000,0,288,288
430770,2001,0,280,280
430770,2002,0,346,346
430770,2003,0,476,476
430770,2004,0,476,476
430770,2005,0,462,462
430770,2006,0,352,352
430770,2007,0,351,351
430770,2008,0,351,351
430770,2009,0,350,350
430770,2010,0,300,300
430770,2011,0,350,350
430770,2012,0,400,400
430770,2013,0,400,400
430770,2014,0,200,200
430770,2015,0,200,200
430770,2016,0,200,200
430770,2017,0,200,200
430770,2018,0,450,450
430770,2019,0,450,450
430770,2020,0,450,450
430770,2021,0,450,450
430780,1988,14760,64577,49817
430780,1989,14215,66147,51932
430780,1990,12867,66554,53687
430780,1991,9266,63171,53905
430780,1992,5664,57696,52032
430780,1993,5080,54010,48930
430780,1994,4660,53281,48621
430780,1995,4375,52288,47913
430780,1996,2561,39858,37297
430780,1997,3550,45400,41850
430780,1998,3385,45769,42384
430780,1999,3305,41606,38301
430780,2000,2705,39587,36882
430780,2001,2383,37373,34990
430780,2002,2836,40088,37252
430780,2003,3232,41084,37852
430780,2004,3465,40558,37093
430780,2005,3718,37596,33878
430780,2006,3365,39580,36215
430780,2007,3365,39357,35992
430780,2008,3323,39040,35717
430780,2009,3868,37913,34045
430780,2010,3603,37714,34111
430780,2011,3610,36721,33111
430780,2012,3675,35575,31900
430780,2013,3825,32863,29038
430780,2014,4425,34295,29870
430780,2015,4480,31613,27133
430780,2016,4455,30766,26311
430780,2017,4280,28886,24606
430780,2018,4380,28225,23845
430780,2019,4475,26885,22410
430780,2020,4700,26886,22186
430780,2021,4850,27180,22330
430783,1988,0,0,0
430783,1989,21000,27825,6825
430783,1990,21000,29958,8958
430783,1991,19000,27446,8446
430783,1992,17000,26815,9815
430783,1993,21000,28973,7973
430783,1994,21000,29388,8388
430783,1995,20000,25343,5343
430783,1996,20000,28916,8916
430783,1997,20000,27280,7280
430783,1998,21000,28666,7666
430783,1999,21000,28498,7498
430783,2000,21000,29460,8460
430783,2001,21000,30670,9670
430783,2002,22000,31041,9041
430783,2003,22000,30866,8866
430783,2004,23000,31347,8347
430783,2005,23000,30477,7477
430783,2006,21500,28010,6510
430783,2007,21000,27723,6723
430783,2008,25000,36608,11608
430783,2009,25000,36654,11654
430783,2010,25000,37096,12096
430783,2011,25000,41969,16969
430783,2012,26300,41802,15502
430783,2013,27000,43815,16815
430783,2014,26945,44734,17789
430783,2015,27150,42073,14923
430783,2016,28200,43752,15552
430783,2017,29300,45726,16426
430783,2018,28870,43478,14608
430783,2019,27415,40457,13042
430783,2020,27620,41545,13925
430783,2021,28100,50294,22194
430786,1988,0,0,0
430786,1989,530,3992,3462
430786,1990,200,3493,3293
430786,1991,200,2811,2611
430786,1992,200,2752,2552
430786,1993,200,2677,2477
430786,1994,50,2468,2418
430786,1995,25,2429,2404
430786,1996,0,2389,2389
430786,1997,0,2663,2663
430786,1998,20,2877,2857
430786,1999,20,2878,2858
430786,2000,20,2872,2852
430786,2001,40,2923,2883
430786,2002,30,2983,2953
430786,2003,50,3033,2983
430786,2004,80,3046,2966
430786,2005,100,3031,2931
430786,2006,100,3002,2902
430786,2007,100,3002,2902
430786,2008,250,3239,2989
430786,2009,250,3153,2903
430786,2010,300,3101,2801
430786,2011,350,3288,2938
430786,2012,350,2892,2542
430786,2013,400,2937,2537
430786,2014,400,2989,2589
430786,2015,400,2956,2556
430786,2016,600,2946,2346
430786,2017,700,2799,2099
430786,2018,800,2703,1903
430786,2019,1000,3312,2312
430786,2020,1000,3321,2321
430786,2021,1100,3570,2470
430790,1988,0,7297,7297
430790,1989,0,7343,7343
430790,1990,0,7444,7444
430790,1991,0,7507,7507
430790,1992,0,6734,6734
430790,1993,0,6216,6216
430790,1994,0,5951,5951
430790,1995,0,5891,5891
430790,1996,0,5706,5706
430790,1997,0,5569,5569
430790,1998,0,5603,5603
430790,1999,0,5783,5783
430790,2000,0,5795,5795
430790,2001,0,5861,5861
430790,2002,0,5746,5746
430790,2003,0,6148,6148
430790,2004,0,6046,6046
430790,2005,0,6303,6303
430790,2006,0,6691,6691
430790,2007,0,6622,6622
430790,2008,0,6797,6797
430790,2009,0,6664,6664
430790,2010,0,6840,6840
430790,2011,0,6873,6873
430790,2012,0,6278,6278
430790,2013,0,5881,5881
430790,2014,0,5861,5861
430790,2015,0,5915,5915
430790,2016,0,5931,5931
430790,2017,0,5929,5929
430790,2018,0,6746,6746
430790,2019,0,6737,6737
430790,2020,0,6719,6719
430790,2021,0,6787,6787
430800,1988,3500,9291,5791
430800,1989,3500,9970,6470
430800,1990,3500,10598,7098
430800,1991,3000,10684,7684
430800,1992,2500,10534,8034
430800,1993,2000,9460,7460
430800,1994,1800,8616,6816
430800,1995,1300,8281,6981
430800,1996,700,6616,5916
430800,1997,850,7638,6788
430800,1998,950,7791,6841
430800,1999,750,7867,7117
430800,2000,750,8446,7696
430800,2001,700,8539,7839
430800,2002,950,8428,7478
430800,2003,1050,8568,7518
430800,2004,1050,8789,7739
430800,2005,1100,8680,7580
430800,2006,1200,8765,7565
430800,2007,1050,8637,7587
430800,2008,1050,8672,7622
430800,2009,1050,8752,7702
430800,2010,1050,8420,7370
430800,2011,1200,8773,7573
430800,2012,1200,8941,7741
430800,2013,1350,7775,6425
430800,2014,1450,7594,6144
430800,2015,1400,7255,5855
430800,2016,1700,6829,5129
430800,2017,1700,6785,5085
430800,2018,1750,6871,5121
430800,2019,2500,7476,4976
430800,2020,2500,7538,5038
430800,2021,2500,7488,4988
430805,1988,0,0,0
430805,1989,5650,11021,5371
430805,1990,5350,10707,5357
430805,1991,4500,9408,4908
430805,1992,3200,8132,4932
430805,1993,3700,7694,3994
430805,1994,3700,7471,3771
430805,1995,3500,7067,3567
430805,1996,3700,7675,3975
430805,1997,4000,7339,3339
430805,1998,5000,7744,2744
430805,1999,5000,7933,2933
430805,2000,4500,7453,2953
430805,2001,4000,8134,4134
430805,2002,4800,8292,3492
430805,2003,4800,8008,3208
430805,2004,5000,7864,2864
430805,2005,5500,7420,1920
430805,2006,5100,7427,2327
430805,2007,5100,7661,2561
430805,2008,5100,8025,2925
430805,2009,5100,7792,2692
430805,2010,5100,6521,1421
430805,2011,5300,6947,1647
430805,2012,5000,6792,1792
430805,2013,5100,6866,1766
430805,2014,5000,6805,1805
430805,2015,5200,6290,1090
430805,2016,5500,6324,824
430805,2017,5200,6577,1377
430805,2018,5500,6532,1032
430805,2019,5000,6172,1172
430805,2020,5500,6931,1431
430805,2021,5500,7431,1931
430820,1988,0,8400,8400
430820,1989,0,8308,8308
430820,1990,0,8804,8804
430820,1991,0,8909,8909
430820,1992,0,8837,8837
430820,1993,0,8798,8798
430820,1994,0,8103,8103
430820,1995,0,8249,8249
430820,1996,5,6845,6840
430820,1997,0,8341,8341
430820,1998,0,8202,8202
430820,1999,0,7030,7030
430820,2000,0,7368,7368
430820,2001,0,7501,7501
430820,2002,0,7718,7718
430820,2003,0,7533,7533
